purchase_order_id,purchase_order_date,supplier_id,supplier_name,equipment_category,equipment_type,manufacturer,part_number,order_quantity,unit_cost,total_order_value,currency,procurement_status,buyer,contract_type,production_start_date,supplier_committed_date,original_eta,current_eta,actual_delivery_date,required_on_site_date,shipment_status,shipping_mode,origin_country,destination_country,destination_site,freight_forwarder,customs_status,incoterm,warehouse_receipt_status,tracking_update_date,planned_lead_time_days,current_expected_lead_time_days,actual_lead_time_days,delay_days,supplier_capacity_utilization,supplier_on_time_delivery_rate,historical_supplier_delay_rate,equipment_criticality,alternative_supplier_available,inventory_buffer_days,deployment_dependency,data_center_site,planned_compute_capacity_mw,planned_gpu_capacity,project_phase,required_capacity_date,installation_start_date,_true_arrival,lead_time_variance,supply_concentration,missed_required_date
PO-1804,2026-03-28,SUP-023,Rittal,Racks,48U server rack,Rittal,RIT-R-8757,31,9595.88,297472.28,EUR,Delivered,L. Tran,Spot PO,2026-04-11,2026-05-22,2026-05-22,2026-06-02,2026-06-02,2026-09-07,Delivered,Truck,Germany,United States,RIC-05,DB Schenker,Cleared,FOB,Received,2026-07-13,55,66.0,66.0,11.0,0.604,0.712,0.316,low,False,34,Low,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-06-02,12.1,0.272,0
PO-1805,2026-05-20,SUP-019,Schneider Electric,UPS Systems,1.2MW modular UPS,Vertiv,VER-US-6447,10,118023.24,1180232.4,USD,In Production,J. Marsh,Spot PO,2026-06-03,2026-11-17,2026-11-17,2026-11-27,,2026-10-15,Not Shipped,Truck,Mexico,United States,CBUS-02,Expeditors,Pending,DAP,Pending,2026-07-13,181,191.0,,10.0,0.774,0.683,0.358,high,True,14,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2027-01-07,34.9,0.378,1
PO-1806,2026-03-12,SUP-012,Carrier,Chillers,Air-cooled screw chiller,York,YOR-C-6974,7,332028.61,2324200.27,USD,In Production,A. Whitfield,Master Supply Agreement,2026-03-20,2026-11-08,2026-11-08,2026-11-27,,2027-01-28,Not Shipped,Truck,Mexico,United States,PHX-04,Kuehne+Nagel,Pending,EXW,Pending,2026-07-12,241,260.0,,19.0,0.653,0.7,0.327,critical,False,9,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-12-22,33.4,0.449,0
PO-1807,2026-04-02,SUP-007,Cisco,Network Equipment,Top-of-rack switch,Arista,ARI-NE-9899,72,83588.22,6018351.84,USD,Delivered,A. Whitfield,Capacity Reservation,2026-04-14,2026-06-12,2026-06-12,2026-06-11,2026-06-11,2026-10-29,Delivered,Ocean,United States,United States,DFW-03,DB Schenker,Not required,FOB,Received,2026-07-13,71,70.0,70.0,-1.0,0.623,0.661,0.354,high,True,11,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-06-11,15.1,0.146,0
PO-1808,2025-09-13,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,3,445980.63,1337941.89,USD,Delivered,M. Delgado,Capacity Reservation,2025-09-20,2026-02-01,2026-02-01,2026-06-02,2026-06-02,2026-12-21,Delivered,Air,Taiwan,United States,PHX-04,DHL Industrial Projects,Cleared,DAP,Received,2026-07-12,141,262.0,262.0,121.0,0.907,0.591,0.416,critical,False,12,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-02,23.2,1.0,0
PO-1809,2026-01-02,SUP-D02,Insight Enterprises,Network Equipment,DCI router,Cisco,CIS-NE-4362,49,85452.18,4187156.82,USD,Delivered,A. Whitfield,Master Supply Agreement,2026-01-16,2026-03-18,2026-03-18,2026-03-15,2026-03-15,2026-11-11,Delivered,Air,Mexico,United States,CBUS-02,DHL Industrial Projects,Cleared,EXW,Received,2026-07-15,75,72.0,72.0,-3.0,0.703,0.675,0.352,high,True,25,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-03-15,22.0,0.21,0
PO-1810,2026-03-26,SUP-001,Supermicro,GPU Servers,MGX GPU server,Foxconn Industrial,FOX-GS-6571,28,260975.96,7307326.88,USD,In Production,K. Osei,Master Supply Agreement,2026-04-05,2026-06-28,2026-06-28,2026-08-10,,2026-07-18,Not Shipped,Air,Taiwan,Singapore,SIN-07,DHL Industrial Projects,Pending,FOB,Pending,2026-07-14,94,137.0,,43.0,0.896,0.55,0.483,critical,False,18,High,SIN-07,60,40000,Phase 2 expansion,2027-04-14,2026-11-13,2026-08-03,17.9,0.236,1
PO-1811,2025-11-20,SUP-D03,Graybar,UPS Systems,Static UPS 750kVA,Schneider Electric,SCH-US-8624,7,372422.7,2606958.9,USD,Delivered,S. Park,Master Supply Agreement,2025-12-05,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-26,Delivered,Truck,Mexico,United States,CBUS-02,Kuehne+Nagel,Cleared,EXW,Received,2026-07-13,128,128.0,128.0,0.0,0.78,0.649,0.386,high,True,30,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-03-28,35.9,0.175,1
PO-1812,2026-01-21,SUP-024,Legrand,Racks,Seismic rack enclosure,Rittal,RIT-R-9695,60,9900.18,594010.8,EUR,Delivered,M. Delgado,Spot PO,2026-02-06,2026-03-14,2026-03-14,2026-03-24,2026-03-24,2026-11-10,Delivered,Truck,Germany,United States,DFW-03,Expeditors,Cleared,CIF,Received,2026-07-11,52,62.0,62.0,10.0,0.826,0.639,0.374,low,True,33,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-03-24,9.9,0.224,0
PO-1813,2026-03-26,SUP-022,VAST Data,Storage Systems,Object storage cluster node,Dell,DEL-SS-3487,8,316158.84,2529270.72,USD,Delivered,J. Marsh,Framework Agreement,2026-04-01,2026-06-14,2026-06-14,2026-06-28,2026-06-28,2026-06-30,Delivered,Truck,Mexico,Singapore,SIN-07,DHL Industrial Projects,Cleared,CIF,Received,2026-07-15,80,94.0,94.0,14.0,0.619,0.679,0.34,high,True,17,Medium,SIN-07,60,40000,Phase 2 expansion,2027-04-14,2026-11-13,2026-06-28,11.3,0.22,0
PO-1814,2026-02-28,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,5,472259.71,2361298.55,USD,In Production,L. Tran,Master Supply Agreement,2026-03-09,2026-07-17,2026-07-17,2026-11-27,,2027-01-05,Not Shipped,Air,Taiwan,United States,PHX-04,DB Schenker,Pending,DDP,Pending,2026-07-12,139,272.0,,133.0,0.907,0.591,0.416,critical,False,15,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-11-26,23.2,1.0,0
PO-1815,2026-02-21,SUP-001,Supermicro,GPU Servers,4U 8-GPU air-cooled server,Dell,DEL-GS-3478,41,247168.82,10133921.62,USD,In Production,M. Delgado,Spot PO,2026-03-03,2026-06-18,2026-06-18,2026-09-11,,2026-07-09,Not Shipped,Air,Mexico,United States,RIC-05,Flexport,Pending,FOB,Pending,2026-07-12,117,202.0,,85.0,0.896,0.55,0.483,critical,True,16,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-09-13,17.9,0.236,1
PO-1816,2026-04-12,SUP-019,Schneider Electric,UPS Systems,Static UPS 750kVA,Vertiv,VER-US-3785,8,418984.35,3351874.8,USD,In Production,K. Osei,Spot PO,2026-04-23,2026-09-20,2026-09-20,2026-09-20,,2026-11-14,Not Shipped,Ocean,Mexico,United States,ATL-01,Expeditors,Pending,FOB,Pending,2026-07-14,161,161.0,,0.0,0.774,0.683,0.358,high,True,15,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-09-17,34.9,0.378,0
PO-1817,2026-04-30,SUP-006,Arista,Network Equipment,800G data center switch,Arista,ARI-NE-6109,19,22503.44,427565.36,USD,In Production,A. Whitfield,Spot PO,2026-05-05,2026-08-10,2026-08-10,2026-08-10,,2026-08-23,Not Shipped,Air,United States,United States,ATL-01,DHL Industrial Projects,Not required,CIF,Pending,2026-07-12,102,102.0,,0.0,0.873,0.55,0.493,high,True,22,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-08-06,14.1,0.19,0
PO-1818,2026-06-13,SUP-016,Motivair,Cooling Systems,CRAH unit,Vertiv,VER-CS-2964,14,245523.21,3437324.94,USD,In Production,L. Tran,Framework Agreement,2026-06-25,2026-11-06,2026-11-06,2026-11-21,,2027-01-30,Not Shipped,Truck,Mexico,United States,PHX-04,DB Schenker,Pending,DAP,Pending,2026-07-12,146,161.0,,15.0,0.956,0.55,0.485,high,False,29,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-02-02,25.9,0.355,1
PO-1819,2026-07-04,SUP-002,Dell,GPU Servers,MGX GPU server,Foxconn Industrial,FOX-GS-6571,41,260106.46,10664364.86,USD,Ordered,J. Marsh,Master Supply Agreement,2026-07-16,2026-11-17,2026-11-17,2026-11-28,,2026-11-23,Not Shipped,Air,Taiwan,United States,PHX-04,DB Schenker,Pending,DAP,Pending,2026-07-11,136,147.0,,11.0,0.919,0.55,0.453,critical,True,20,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-04-27,22.4,0.259,1
PO-1820,2026-07-04,SUP-016,Motivair,Cooling Systems,CRAH unit,Boyd,BOY-CS-3924,18,143614.0,2585052.0,USD,In Production,J. Marsh,Framework Agreement,2026-07-15,2026-12-10,2026-12-10,2026-12-10,,2026-11-18,Not Shipped,Truck,United States,United States,ATL-01,Expeditors,Not required,CIF,Pending,2026-07-15,159,159.0,,0.0,0.956,0.55,0.485,high,True,14,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-12-10,25.9,0.355,1
PO-1821,2025-08-23,SUP-D02,Insight Enterprises,Racks,48U server rack,Vertiv,VER-R-2971,189,10040.55,1897663.95,USD,Delivered,J. Marsh,Master Supply Agreement,2025-08-31,2025-11-16,2025-11-16,2025-11-16,2025-11-16,2025-11-16,Delivered,Truck,Mexico,United States,SLC-08,DB Schenker,Cleared,FOB,Received,2026-07-13,85,85.0,85.0,0.0,0.703,0.675,0.352,low,True,58,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2025-11-16,22.0,0.152,0
PO-1822,2026-01-18,SUP-003,Foxconn Industrial,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,50,168202.57,8410128.5,USD,Delivered,J. Marsh,Spot PO,2026-01-23,2026-04-28,2026-04-28,2026-06-02,2026-06-02,2027-02-19,Delivered,Truck,Taiwan,United States,SLC-08,Expeditors,Cleared,CIF,Received,2026-07-15,100,135.0,135.0,35.0,0.864,0.567,0.437,critical,True,8,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-02,18.8,0.23,0
PO-1823,2026-01-07,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,10,306857.53,3068575.3,USD,Delivered,L. Tran,Spot PO,2026-01-14,2026-04-11,2026-04-11,2026-06-03,2026-06-03,2026-09-23,Delivered,Air,Taiwan,United States,DFW-03,Expeditors,Cleared,FOB,Received,2026-07-12,94,147.0,147.0,53.0,0.907,0.591,0.416,critical,False,19,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-06-03,23.2,1.0,0
PO-1824,2026-06-04,SUP-019,Schneider Electric,Power Distribution Units,Rack PDU metered,Schneider Electric,SCH-PDU-4940,87,46295.9,4027743.3,USD,In Production,M. Delgado,Capacity Reservation,2026-06-19,2026-10-03,2026-10-03,2026-10-03,,2026-10-31,Not Shipped,Ocean,Mexico,United States,CBUS-02,Flexport,Pending,CIF,Pending,2026-07-14,121,121.0,,0.0,0.774,0.683,0.358,medium,True,28,Low,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-10-03,34.9,0.137,0
PO-1825,2026-01-31,SUP-012,Carrier,Chillers,Air-cooled screw chiller,Carrier,CAR-C-6640,5,481106.4,2405532.0,USD,In Production,L. Tran,Master Supply Agreement,2026-02-10,2026-09-06,2026-09-06,2026-09-06,,2026-08-28,Not Shipped,Truck,United States,United States,DFW-03,Kuehne+Nagel,Not required,DAP,Pending,2026-07-12,218,218.0,,0.0,0.653,0.7,0.327,critical,False,5,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-09-06,33.4,0.449,1
PO-1826,2026-06-30,SUP-021,Pure Storage,Storage Systems,Object storage cluster node,Dell,DEL-SS-3487,7,335462.82,2348239.74,USD,Ordered,L. Tran,Spot PO,2026-07-18,2026-09-13,2026-09-13,2026-09-18,,2026-09-13,Not Shipped,Air,Mexico,United States,ATL-01,DHL Industrial Projects,Pending,CIF,Pending,2026-07-12,75,80.0,,5.0,0.63,0.657,0.346,high,True,12,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-10-05,12.8,0.115,1
PO-1827,2025-12-20,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,4,461859.48,1847437.92,USD,In Production,J. Marsh,Spot PO,2025-12-29,2026-05-09,2026-05-09,2026-09-03,,2026-12-08,Not Shipped,Air,Taiwan,United States,PHX-04,DB Schenker,Pending,DAP,Pending,2026-07-15,140,257.0,,117.0,0.907,0.591,0.416,critical,False,20,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-09-07,23.2,1.0,0
PO-1828,2025-08-28,SUP-024,Legrand,Racks,Cable management kit,Legrand,LEG-R-1456,199,11587.54,2305920.46,USD,Delivered,M. Delgado,Capacity Reservation,2025-09-05,2025-11-21,2025-11-21,2025-11-21,2025-11-21,2025-12-17,Delivered,Ocean,Mexico,United States,DFW-03,Flexport,Cleared,CIF,Received,2026-07-12,85,85.0,85.0,0.0,0.826,0.639,0.374,low,True,32,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2025-11-21,9.9,0.224,0
PO-1829,2026-04-28,SUP-013,Trane,Chillers,Water-cooled centrifugal chiller,Trane,TRA-C-5577,6,514826.3,3088957.8,USD,In Production,M. Delgado,Capacity Reservation,2026-05-04,2027-02-01,2027-02-01,2027-03-05,,2027-02-13,Not Shipped,Ocean,United States,United States,PHX-04,DB Schenker,Not required,CIF,Pending,2026-07-12,279,311.0,,32.0,0.799,0.585,0.464,critical,False,17,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-05-18,33.5,0.393,1
PO-1830,2025-11-30,SUP-015,Vertiv,UPS Systems,Static UPS 750kVA,Vertiv,VER-US-3785,2,447693.4,895386.8,USD,In Production,M. Delgado,Spot PO,2025-12-10,2026-04-30,2026-04-30,2026-08-26,,2026-11-01,Not Shipped,Ocean,Mexico,United States,ATL-01,Flexport,Pending,FOB,Pending,2026-07-15,151,269.0,,118.0,0.864,0.595,0.443,high,False,22,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-08-21,51.9,0.248,0
PO-1831,2026-07-07,SUP-008,Juniper,Network Equipment,DCI router,Juniper,JUN-NE-9654,87,39880.14,3469572.18,USD,Ordered,L. Tran,Framework Agreement,2026-07-25,2026-09-30,2026-09-30,2026-09-30,,2026-10-06,Not Shipped,Air,United States,United States,SLC-08,Flexport,Not required,FOB,Pending,2026-07-11,85,85.0,,0.0,0.634,0.711,0.321,high,True,18,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-09-30,14.7,0.185,0
PO-1832,2025-12-22,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,50,62196.49,3109824.5,USD,In Production,K. Osei,Spot PO,2025-12-31,2026-05-05,2026-05-05,2026-08-31,,2026-06-03,Not Shipped,Air,Israel,United States,RIC-05,Kuehne+Nagel,Pending,DAP,Pending,2026-07-11,134,252.0,,118.0,0.929,0.593,0.436,critical,False,14,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-09-05,22.1,1.0,1
PO-1833,2025-11-25,SUP-D01,WWT,Storage Systems,Object storage cluster node,Pure Storage,PUR-SS-9466,6,300991.7,1805950.2,USD,Delivered,J. Marsh,Spot PO,2025-12-01,2026-01-26,2026-01-26,2026-01-21,2026-01-21,2026-02-18,Delivered,Truck,United States,Singapore,SIN-07,DHL Industrial Projects,Not required,CIF,Received,2026-07-11,62,57.0,57.0,-5.0,0.674,0.686,0.352,high,True,11,Medium,SIN-07,60,40000,Phase 2 expansion,2027-04-14,2026-11-13,2026-01-21,26.2,0.213,0
PO-1834,2026-07-06,SUP-008,Juniper,Network Equipment,800G data center switch,Juniper,JUN-NE-5337,28,49406.92,1383393.76,USD,In Production,J. Marsh,Framework Agreement,2026-07-11,2026-09-01,2026-09-01,2026-09-01,,2026-12-19,Not Shipped,Air,United States,Ireland,DUB-06,Kuehne+Nagel,Not required,DAP,Pending,2026-07-14,57,57.0,,0.0,0.634,0.711,0.321,high,True,11,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-09-01,14.7,0.185,0
PO-1835,2026-05-04,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,13,426587.94,5545643.22,USD,In Production,M. Delgado,Spot PO,2026-05-18,2026-10-20,2026-10-20,2026-11-04,,2026-10-31,Not Shipped,Air,Taiwan,United States,CBUS-02,Flexport,Pending,CIF,Pending,2026-07-12,169,184.0,,15.0,0.907,0.591,0.416,critical,False,16,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-11-23,23.2,1.0,1
PO-1836,2026-04-20,SUP-003,Foxconn Industrial,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,60,174403.65,10464219.0,USD,In Production,S. Park,Framework Agreement,2026-05-09,2026-08-08,2026-08-08,2026-09-04,,2026-09-14,Not Shipped,Ocean,Taiwan,United States,CBUS-02,DHL Industrial Projects,Pending,DDP,Pending,2026-07-11,110,137.0,,27.0,0.864,0.567,0.437,critical,True,8,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-09-17,18.8,0.23,1
PO-1837,2025-10-31,SUP-007,Cisco,Network Equipment,DCI router,Juniper,JUN-NE-9654,95,44092.56,4188793.2,USD,Delivered,L. Tran,Spot PO,2025-11-12,2026-02-03,2026-02-03,2026-04-02,2026-04-02,2026-10-10,Delivered,Ocean,United States,United States,DFW-03,DHL Industrial Projects,Not required,DDP,Received,2026-07-15,95,153.0,153.0,58.0,0.623,0.661,0.354,high,True,29,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-04-02,15.1,0.146,0
PO-1838,2026-03-27,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,4,287518.26,1150073.04,USD,In Production,S. Park,Framework Agreement,2026-04-01,2026-09-16,2026-09-16,2026-10-04,,2026-11-16,Not Shipped,Air,Taiwan,United States,PHX-04,Kuehne+Nagel,Pending,CIF,Pending,2026-07-12,173,191.0,,18.0,0.907,0.591,0.416,critical,False,14,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-10-26,23.2,1.0,0
PO-1839,2026-05-22,SUP-D01,WWT,Storage Systems,NVMe expansion shelf,VAST Data,VAS-SS-4000,3,365198.38,1095595.14,USD,In Production,A. Whitfield,Framework Agreement,2026-05-28,2026-08-04,2026-08-04,2026-08-04,,2026-08-29,Not Shipped,Truck,United States,United States,PHX-04,Expeditors,Not required,FOB,Pending,2026-07-12,74,74.0,,0.0,0.674,0.686,0.352,high,True,23,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-04,26.2,0.213,0
PO-1840,2025-12-10,SUP-015,Vertiv,UPS Systems,1.2MW modular UPS,Vertiv,VER-US-6447,7,127758.59,894310.13,USD,Delivered,A. Whitfield,Capacity Reservation,2025-12-25,2026-05-01,2026-05-01,2026-06-28,2026-06-28,2026-04-24,Delivered,Ocean,Mexico,United States,ATL-01,DB Schenker,Cleared,DAP,Received,2026-07-15,142,200.0,200.0,58.0,0.864,0.595,0.443,high,False,26,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-06-28,51.9,0.248,1
PO-1841,2026-02-03,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,9,415438.55,3738946.95,USD,In Production,L. Tran,Spot PO,2026-02-12,2026-07-16,2026-07-16,2026-09-10,,2026-09-17,Not Shipped,Air,Taiwan,United States,ATL-01,DB Schenker,Pending,DDP,Pending,2026-07-13,163,219.0,,56.0,0.907,0.591,0.416,critical,False,12,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-09-04,23.2,1.0,0
PO-1842,2026-01-26,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,13,439093.61,5708216.93,USD,In Production,K. Osei,Spot PO,2026-02-12,2026-08-02,2026-08-02,2026-08-02,,2026-11-30,Not Shipped,Air,Taiwan,Ireland,DUB-06,Kuehne+Nagel,Pending,DAP,Pending,2026-07-11,188,188.0,,0.0,0.907,0.591,0.416,critical,False,6,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-07-30,23.2,1.0,0
PO-1843,2025-12-24,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,11,475045.24,5225497.64,USD,In Production,J. Marsh,Framework Agreement,2026-01-01,2026-05-19,2026-05-19,2026-08-28,,2026-05-16,Not Shipped,Air,Taiwan,United States,PHX-04,Kuehne+Nagel,Pending,FOB,Pending,2026-07-14,146,247.0,,101.0,0.907,0.591,0.416,critical,False,18,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-28,23.2,1.0,1
PO-1844,2026-05-16,SUP-D01,WWT,Racks,Seismic rack enclosure,Rittal,RIT-R-9695,163,8766.96,1429014.48,EUR,In Production,K. Osei,Master Supply Agreement,2026-05-22,2026-07-17,2026-07-17,2026-07-22,,2026-07-23,Not Shipped,Truck,Germany,United States,PHX-04,DB Schenker,Pending,DAP,Pending,2026-07-11,62,67.0,,5.0,0.674,0.686,0.352,low,False,53,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-03,26.2,0.166,1
PO-1845,2026-05-19,SUP-007,Cisco,Network Equipment,Top-of-rack switch,Cisco,CIS-NE-9652,34,39980.8,1359347.2,USD,In Production,M. Delgado,Master Supply Agreement,2026-05-26,2026-08-11,2026-08-11,2026-08-11,,2026-09-08,Not Shipped,Truck,Mexico,United States,SLC-08,DHL Industrial Projects,Pending,EXW,Pending,2026-07-11,84,84.0,,0.0,0.623,0.661,0.354,high,True,20,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-08-09,15.1,0.146,0
PO-1846,2025-08-20,SUP-019,Schneider Electric,UPS Systems,1.2MW modular UPS,Schneider Electric,SCH-US-2391,7,309288.44,2165019.08,USD,Delivered,M. Delgado,Capacity Reservation,2025-09-07,2026-01-19,2026-01-19,2026-02-21,2026-02-21,2026-02-17,Delivered,Ocean,Mexico,United States,PHX-04,DHL Industrial Projects,Cleared,DAP,Received,2026-07-12,152,185.0,185.0,33.0,0.774,0.683,0.358,high,True,11,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-02-21,34.9,0.378,1
PO-1847,2025-11-06,SUP-015,Vertiv,UPS Systems,1.2MW modular UPS,Schneider Electric,SCH-US-2391,12,328977.93,3947735.16,USD,Delivered,J. Marsh,Capacity Reservation,2025-11-23,2026-04-17,2026-04-17,2026-06-04,2026-06-04,2027-03-17,Delivered,Ocean,Mexico,United States,SLC-08,Expeditors,Cleared,DDP,Received,2026-07-11,162,210.0,210.0,48.0,0.864,0.595,0.443,high,True,27,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-04,51.9,0.248,0
PO-1848,2025-09-15,SUP-001,Supermicro,GPU Servers,HGX H200 8-GPU server,Foxconn Industrial,FOX-GS-7560,23,196229.95,4513288.85,USD,Delivered,J. Marsh,Spot PO,2025-09-20,2026-01-10,2026-01-10,2026-03-28,2026-03-28,2026-02-21,Delivered,Air,Taiwan,United States,SLC-08,Kuehne+Nagel,Cleared,DAP,Received,2026-07-13,117,194.0,194.0,77.0,0.896,0.55,0.483,critical,False,11,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-03-28,17.9,0.236,1
PO-1849,2026-04-14,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,39,57297.08,2234586.12,USD,In Production,M. Delgado,Framework Agreement,2026-04-22,2026-09-22,2026-09-22,2026-11-02,,2026-11-22,Not Shipped,Air,Israel,United States,DFW-03,Flexport,Pending,FOB,Pending,2026-07-14,161,202.0,,41.0,0.929,0.593,0.436,critical,True,15,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-12-04,22.1,1.0,1
PO-1850,2025-10-08,SUP-001,Supermicro,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,52,175520.9,9127086.8,USD,In Production,M. Delgado,Spot PO,2025-10-13,2026-03-05,2026-03-05,2026-08-05,,2026-04-10,Not Shipped,Air,Taiwan,United States,CBUS-02,Kuehne+Nagel,Pending,EXW,Pending,2026-07-11,148,301.0,,153.0,0.896,0.55,0.483,critical,False,16,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-08-07,17.9,0.236,1
PO-1851,2025-11-07,SUP-013,Trane,Chillers,Water-cooled centrifugal chiller,York,YOR-C-4172,8,595105.66,4760845.28,USD,In Production,J. Marsh,Spot PO,2025-11-26,2026-09-10,2026-09-10,2026-11-28,,2026-09-30,Not Shipped,Truck,Mexico,United States,ATL-01,Kuehne+Nagel,Pending,DAP,Pending,2026-07-14,307,386.0,,79.0,0.799,0.585,0.464,critical,False,6,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-12-16,33.5,0.393,1
PO-1852,2025-07-25,SUP-027,MTU,Backup Generators,3MW diesel genset,Caterpillar,CAT-BG-2038,4,1360134.03,5440536.12,USD,In Production,S. Park,Framework Agreement,2025-07-31,2026-07-25,2026-07-25,2027-05-28,,2026-10-25,Not Shipped,Truck,United States,United States,CBUS-02,Flexport,Not required,FOB,Pending,2026-07-14,365,672.0,,307.0,0.925,0.55,0.45,critical,False,14,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2027-06-08,46.2,0.387,1
PO-1853,2025-09-28,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,62,45527.0,2822674.0,USD,Delivered,J. Marsh,Capacity Reservation,2025-10-13,2026-03-19,2026-03-19,2026-06-14,2026-06-14,2027-01-08,Delivered,Air,Israel,United States,PHX-04,DHL Industrial Projects,Cleared,DDP,Received,2026-07-13,172,259.0,259.0,87.0,0.929,0.593,0.436,critical,False,10,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-14,22.1,1.0,0
